,Uniprot_ID,Tm
8680,Q9UYX0,90.0
8681,C5A5Y8,88.0
8682,E8R9J6,87.0
8683,H3ZPR6,85.0
8684,F0LJ35,85.0
8685,B6YTJ5,83.0
8686,C6A235,81.0
8687,W0I540,80.0
8688,I3ZS70,80.0
8689,R4NY41,75.0
8690,R4P0F6,75.0
8691,F7YWN7,73.0
8692,Q72L62,71.0
8693,Q5SKS4,71.0
8694,H9ZSS4,71.0
8695,F6DEW7,71.0
8696,H7GFH7,70.0
8697,I8QXW3,70.0
8698,F2NME8,70.0
8699,Q8R7K0,69.0
8700,U5CWM4,69.0
8701,G2SGT9,68.0
8702,G2MXU9,65.0
8703,B0KC21,65.0
8704,C5CIA0,65.0
8705,I0GIL8,65.0
8706,E8UUH8,63.0
8707,M8DFX5,62.0
9666,F6DHY2,71.0
9998,Q96ZY1,75.0
10018,O93715,74.0
10021,Q5SLC4,71.0
10075,F7YW39,73.0
10076,Q746L6,71.0
10077,Q53W82,71.0
10078,G2SKY8,68.0
10079,E0RPS2,65.0
10752,A4XM03,68.0
10851,Q9YCT2,90.0
10852,Q704C3,87.0
10853,G4RK76,87.0
10854,E8RAK8,87.0
10855,D5U135,85.0
10856,F6BEZ9,85.0
10857,E3GXQ6,81.0
10858,F8C3L3,80.0
10859,D3SMW1,80.0
10860,O66803,80.0
10861,D9Q177,80.0
10862,B9KB15,79.0
10863,E8T5W8,75.0
10864,Q96Z61,75.0
10865,B8DZ19,75.0
10866,F2KQD7,75.0
10867,Q7LX44,74.0
10868,Q97XF9,74.0
10869,Q7LXE6,74.0
10870,D0KNH2,74.0
10871,D9TGU8,74.0
10872,B9MLL4,73.0
10873,C3NAV8,71.0
10874,C3MX81,71.0
10875,C3MNW8,71.0
10876,C4KEQ8,71.0
10877,C3MV73,71.0
10878,C3N4M5,71.0
10879,C3NK34,71.0
10880,C3MLR7,71.0
10881,C3N371,71.0
10882,C3NBH0,71.0
10883,A6LLY0,70.0
10884,B9L0H0,70.0
10885,F8AC50,70.0
10886,B5YCF3,70.0
10887,B5YBG7,70.0
10888,F0S1K4,70.0
10889,C9R8P6,70.0
10890,B5IDX9,70.0
10891,B5IDJ1,70.0
10892,B7R7B3,69.0
10893,U5CUT6,69.0
10894,C1DTC2,68.0
10895,D0MKD8,68.0
10896,G2SER1,68.0
10897,H1KZC1,68.0
10898,A4YEQ7,67.0
10899,A4YG63,67.0
10900,G2MV51,65.0
10901,D3T7M1,65.0
10902,F8AK60,65.0
10903,Q3ADF9,65.0
10904,E8UVG3,63.0
14162,Q96Y27,75.0
14163,Q97TZ4,74.0
14164,C3MLF2,71.0
14165,C3MMZ5,71.0
14166,C3MJX5,71.0
14167,F2NQ45,70.0
14168,Q3ACJ3,65.0
14530,B5YC80,70.0
14765,Q704A5,87.0
14784,Q72GV3,71.0
14961,H6Q8Z6,90.0
14962,H6QDT3,90.0
14963,D3S1I0,85.0
14964,D3RXF1,85.0
14965,Q97UX0,74.0
14966,Q97UK9,74.0
14967,Q97VU5,74.0
14968,Q7LXQ8,74.0
14969,F6DHQ8,71.0
14970,Q72J81,71.0
14971,C3MLS5,71.0
14972,C3N1R1,71.0
14973,C3MQE0,71.0
14974,C3NB02,71.0
14975,C3NL57,71.0
14976,C3NKL6,71.0
14977,C4KL81,71.0
14978,C3NAE4,71.0
14979,C3MSL9,71.0
14980,C3N2A8,71.0
14981,C4KLF7,71.0
14982,C3MSE3,71.0
14983,C3MN04,71.0
14984,C3ML82,71.0
14985,C3MKV8,71.0
14986,Q4J9U3,71.0
14987,F2NP37,70.0
14988,F2NK36,70.0
14989,B7A9X5,69.0
14990,U5CPL6,69.0
14991,G2SKB4,68.0
14992,D0MG94,68.0
14993,G2SGN4,68.0
14994,D0MIY1,68.0
14995,A4YDS4,67.0
14996,Q3ACK8,65.0
14997,Q3ABQ3,65.0
14998,Q3ABC4,65.0
14999,M8CPG1,62.0
15000,D3P9A1,62.0
16296,G0EGS6,103.0
16297,A2BMY5,99.0
16298,Q8ZT70,98.0
16299,I6U824,96.0
16300,Q8U133,96.0
16301,O50098,95.0
16302,A1RU93,95.0
16303,A4WMD3,95.0
16304,F8AIU9,93.0
16305,E1QUY4,90.0
16306,Q9V0N0,90.0
16307,H6Q6I8,90.0
16308,G7VCX4,90.0
16309,A3MT51,90.0
16310,Q9YE96,90.0
16311,C5A3L2,88.0
16312,A3DPB3,88.0
16313,G4RJI1,87.0
16314,E8R978,87.0
16315,D5U1C3,85.0
16316,F2L174,85.0
16317,H3ZKQ0,85.0
16318,D7D8S4,85.0
16319,B1YBD3,85.0
16320,D3RY40,85.0
16321,D3RXH7,85.0
16322,D2RFV5,85.0
16323,B6YXZ2,83.0
16324,W8P7H5,83.0
16325,A8MAY0,83.0
16326,C6A380,81.0
16327,B8D3I7,81.0
16328,I3XQU8,81.0
16329,O28578,81.0
16330,W0I893,80.0
16331,I3ZUS4,80.0
16332,I0A222,80.0
16333,O67619,80.0
16334,E8T5M7,75.0
16335,L0A7V3,75.0
16336,F2KP80,75.0
16337,N0BFR5,75.0
16338,E6SMA5,73.0
16339,C0QTN8,70.0
16340,F2NLZ3,70.0
16341,D3DIR5,70.0
16342,F0S3L2,70.0
16343,B5IHI0,70.0
16344,B5IEK8,70.0
16345,D3TBS0,70.0
16346,C1DWZ1,68.0
16347,C4FIW9,67.0
19659,I9AB80,70.0
19660,Q8RCS0,69.0
19661,U5CNH4,69.0
19662,D9RZF3,67.0
19663,G2MUY1,65.0
19664,B0KCW3,65.0
19665,D3T6K9,65.0
19666,E8UQT5,63.0
19667,M8CZ19,62.0
20552,F6DFM7,71.0
20553,F2NKP4,70.0
20630,Q9WYP5,75.0
20631,R4NQ49,75.0
20632,F7YYX2,73.0
20633,F6DJ38,71.0
20634,C3ML67,71.0
20635,F2NQG0,70.0
20636,F2NQG6,70.0
21397,Q9X265,75.0
21398,B9L5G0,70.0
21399,G2SFZ6,68.0
21529,A4WKJ8,95.0
21530,E1QQA8,90.0
21531,H6Q9Q4,90.0
21532,C5A694,88.0
21533,A3DLR0,88.0
21534,G4RQ09,87.0
21535,B1YAW0,85.0
21536,F6BCE9,85.0
21537,D5VTL8,85.0
21538,C7P7B8,85.0
21539,D3RY55,85.0
21540,D2RDB9,85.0
21541,E3GYL4,81.0
21542,F8C2I1,80.0
21543,F8C4V7,80.0
21544,W0DC90,80.0
21545,D3SMM1,80.0
21546,D3SL97,80.0
21547,C9RHM0,80.0
21548,N6VYY7,80.0
21549,O66534,80.0
21550,D9Q2M0,80.0
21551,B9K7K3,79.0
21552,E8T586,75.0
21553,E8T2N5,75.0
21554,A5ILQ4,75.0
21555,D2C801,75.0
21556,Q9X2E8,75.0
21557,R4P2B8,75.0
21558,F2KSH2,75.0
21559,D0KPY9,74.0
21560,D9TIK2,74.0
21561,E6SJ49,73.0
21562,F7YVM7,73.0
21563,B9MPC9,73.0
21564,Q72JR9,71.0
21565,H9ZRD5,71.0
21566,Q5SJF0,71.0
21567,F6DGX6,71.0
21568,C3NLJ4,71.0
21569,C3MUX3,71.0
21570,C3NA07,71.0
21571,C4KE25,71.0
21572,C3N2K5,71.0
21573,C3MLG8,71.0
21574,Q4J6X8,71.0
21575,M1IYD7,71.0
21576,M1IG51,71.0
21577,A6LJ23,70.0
21578,B9KYF6,70.0
21579,F8ABE8,70.0
21580,I9KTP9,70.0
21581,C0QSM3,70.0
21582,F2NKC7,70.0
21583,D3DHY6,70.0
21584,A7HMX6,70.0
21585,F0S144,70.0
21586,F0S329,70.0
21587,E4Q3X7,70.0
21588,G2PX44,70.0
21589,E4SGN6,70.0
21590,E4S569,70.0
21591,C9R9T2,70.0
21592,B5IAD0,70.0
21593,B7AA95,69.0
21594,U5CT47,69.0
21595,B7IF99,68.0
21596,C1DVE0,68.0
21597,D0MD34,68.0
21598,G2SIV7,68.0
21599,H1KYJ6,68.0
21600,A4XHM8,68.0
21601,D9RYK7,67.0
21602,C4FIH4,67.0
21603,E8PNZ8,66.0
21604,G2MUL4,65.0
21605,B0KAI0,65.0
21606,D3T549,65.0
21607,G0GF48,65.0
21608,E0RQ34,65.0
21609,H2J7K6,65.0
21610,C5CJ12,65.0
21611,H9UBM0,65.0
21612,Q3AC27,65.0
21613,E4Q7E8,65.0
21614,W9EEL2,63.0
21615,E8USW5,63.0
21616,M8CZ73,62.0
21617,D3PD92,62.0
24351,Q8ZUP0,98.0
24352,O73949,96.0
24353,C6A190,81.0
24354,F8C2X6,80.0
24355,B0KB53,65.0
24746,Q9X022,75.0
24747,B9KXK7,70.0
24879,Q8TV01,98.0
24880,P42851,96.0
24881,I6U5H8,96.0
24882,O58045,95.0
24883,F8AFZ8,93.0
24884,E0STV6,92.0
24885,Q9UY49,90.0
24886,Q9YBU2,90.0
24887,A1RZ33,88.0
24888,C5A4U9,88.0
24889,H3ZLP4,85.0
24890,F0LLJ0,85.0
24891,F6BDJ2,85.0
24892,D5VTD0,85.0
24893,C7P5D2,85.0
24894,U3TDB3,85.0
24895,B6YVQ1,83.0
24896,W8P2B4,83.0
24897,C6A0H4,81.0
24898,E3GXG5,81.0
24899,F8C5G1,80.0
24900,W0DBA9,80.0
24901,D3SM55,80.0
24902,W0I5H1,80.0
24903,I3ZTH4,80.0
24904,C9RHP6,80.0
24905,N6UWV8,80.0
24906,Q59011,80.0
24907,O67820,80.0
24908,B9K8Y7,79.0
24909,E8T3I7,75.0
24910,A5IMM6,75.0
24911,D2C484,75.0
24912,Q9X168,75.0
24913,R4NR61,75.0
24914,R4P2Z3,75.0
24915,B8DZU8,75.0
24916,D9TJR6,74.0
24917,E6SMD7,73.0
24918,F7YYB3,73.0
24919,B9MK75,73.0
24920,Q5SL61,71.0
24921,F6DE32,71.0
24922,Q72LJ5,71.0
24923,H9ZT62,71.0
24924,H7GF51,70.0
24925,A6LNC1,70.0
24926,B9L2N4,70.0
24927,F8A8Y6,70.0
24928,I8QZJ4,70.0
24929,C0QTK5,70.0
24930,F2NNF2,70.0
24931,D3DG34,70.0
24932,A7HJA0,70.0
24933,B5YD59,70.0
24934,F0S2D0,70.0
24935,E4Q2J3,70.0
24936,G2PVW6,70.0
24937,E4SCL9,70.0
24938,E4SA58,70.0
24939,C9RDC8,70.0
24940,B5IDR3,70.0
24941,B5IE49,70.0
24942,B7ABW3,69.0
24943,B7R9N1,69.0
24944,U5CUY1,69.0
24945,Q8RC64,69.0
24946,K2PFS8,68.0
24947,B7IEB0,68.0
24948,C1DTN9,68.0
24949,G2SG89,68.0
24950,D0MIA2,68.0
24951,H1L0D6,68.0
24952,A4XK65,68.0
24953,D9S0I5,67.0
24954,C4FJI4,67.0
24955,E8PLM8,66.0
24956,K7R067,65.0
24957,G2MSQ4,65.0
24958,B0KBR2,65.0
24959,D3T7D4,65.0
24960,E0RSG0,65.0
24961,G0GD06,65.0
24962,A8F4E9,65.0
24963,F8AMC3,65.0
24964,H2J5B8,65.0
24965,H9UAF1,65.0
24966,Q3ACW3,65.0
24967,E4Q8J0,65.0
24968,W9ED42,63.0
24969,E8UVX0,63.0
24970,M8DP67,62.0
24971,O26245,62.0
24972,D3PBJ0,62.0
29287,D2C516,75.0
29288,Q4J6P1,71.0
29289,D3T7R2,65.0
29691,Q8U2R1,96.0
29692,I6UZM8,96.0
29693,Q8U172,96.0
29694,I6UY87,96.0
29695,A1RUM9,95.0
29696,F8AHP7,93.0
29697,Q9UZI8,90.0
29698,A8AA52,90.0
29699,A1S0Y4,88.0
29700,C5A2Y7,88.0
29701,H3ZLL6,85.0
29702,F6BBQ8,85.0
29703,F6BA94,85.0
29704,D5VU51,85.0
29705,C7P715,85.0
29706,D3S208,85.0
29707,D2RDS6,85.0
29708,W8NV83,83.0
29709,W8PLK9,83.0
29710,E3GZ74,81.0
29711,E3GXI2,81.0
29712,F8C3F0,80.0
29713,W0DFC7,80.0
29714,D3SM95,80.0
29715,C9REC8,80.0
29716,N6UTJ2,80.0
29717,O66443,80.0
29718,E8T6I0,75.0
29719,E8T584,75.0
29720,A5IJJ1,75.0
29721,D2C681,75.0
29722,R4NQL4,75.0
29723,B8DZD1,75.0
29724,B8DZS0,75.0
29725,Q9UXJ6,74.0
29726,Q7LXG4,74.0
29727,D9TKS8,74.0
29728,D9TFE3,74.0
29729,E6SI54,73.0
29730,E6SHR0,73.0
29731,F7YWP2,73.0
29732,B9MRN4,73.0
29733,B9MKQ3,73.0
29734,H2C9N6,72.0
29735,F6DGM8,71.0
29736,C3MVN1,71.0
29737,C3N3A2,71.0
29738,C3NKD0,71.0
29739,C3MNU0,71.0
29740,F0NJH5,71.0
29741,F0NND7,71.0
29742,C3NK67,71.0
29743,D2PJ15,71.0
29744,C4KF70,71.0
29745,A6LLX6,70.0
29746,A6LMN7,70.0
29747,B9KZ99,70.0
29748,F8A8J2,70.0
29749,C0QRY6,70.0
29750,F2NKE2,70.0
29751,D3DG80,70.0
29752,A7HJ13,70.0
29753,B5YD30,70.0
29754,F0S327,70.0
29755,E4Q133,70.0
29756,E4Q3M8,70.0
29757,E4SC83,70.0
29758,E4SDF9,70.0
29759,E4S4E1,70.0
29760,E4S7Y1,70.0
29761,E4S763,70.0
29762,B5IDH5,70.0
29763,U5CSE4,69.0
29764,B7IGX9,68.0
29765,C1DT84,68.0
29766,G2SHN0,68.0
29767,G2SHX0,68.0
29768,H1KX27,68.0
29769,D9RYA7,67.0
29770,D9S1K1,67.0
29771,C4FHP0,67.0
29772,A4YHR2,67.0
29773,G2MV39,65.0
29774,E0RTC1,65.0
29775,G0GAZ6,65.0
29776,A8F8T8,65.0
29777,F8AN70,65.0
29778,F8AML2,65.0
29779,C5CFC0,65.0
29780,E4QBB1,65.0
29781,E4Q7L8,65.0
29782,D3PAK4,62.0
33475,G0EH81,103.0
33476,Q8ZY17,98.0
33477,Q8TXG3,98.0
33478,O59626,96.0
33479,I6USH3,96.0
33480,A1RTV0,95.0
33481,A4WHB5,95.0
33482,E0SRC2,92.0
33483,E1QV65,90.0
33484,H6QBJ3,90.0
33485,G7VCK2,90.0
33486,A3MSF7,90.0
33487,A8A9G5,90.0
33488,C5A798,88.0
33489,G4RPE3,87.0
33490,F2L426,85.0
33491,F0LJE9,85.0
33492,B1YAN1,85.0
33493,F6BC42,85.0
33494,D5VQB8,85.0
33495,C7P8S3,85.0
33496,D3RYW5,85.0
33497,D2RD64,85.0
33498,B6YWA5,83.0
33499,A8M914,83.0
33500,E3GYK7,81.0
33501,O30027,81.0
33502,F8C2C3,80.0
33503,W0DIG9,80.0
33504,D3SMU9,80.0
33505,W0I685,80.0
33506,I3ZWD9,80.0
33507,C9RI95,80.0
33508,N6UWQ9,80.0
33509,Q58851,80.0
33510,O66976,80.0
33511,B9K9R8,79.0
33512,E8T3N3,75.0
33513,A5INE1,75.0
33514,D2C4Y6,75.0
33515,Q9X0D1,75.0
33516,G4FEV7,75.0
33517,Q970Y9,75.0
33518,B8E2C3,75.0
33519,F2KNN3,75.0
33520,N0BEY6,75.0
33521,F4BA33,75.0
33522,O33775,74.0
33523,D0KT09,74.0
33524,D9TK43,74.0
33525,E6SHF2,73.0
33526,F7YYR6,73.0
33527,B9MJR8,73.0
33528,H2C9C7,72.0
33529,P62460,71.0
33530,Q5SKC1,71.0
33531,H9ZSA3,71.0
33532,F6DFR7,71.0
33533,F0NPU2,71.0
33534,C3MW62,71.0
33535,M9UF81,71.0
33536,C3N6A5,71.0
33537,C3MQI4,71.0
33538,C3NGY2,71.0
33539,D2PCI4,71.0
33540,F0NIB2,71.0
33541,C4KHR9,71.0
33542,Q4J8I8,71.0
33543,M1JDJ5,71.0
33544,V9S6Q8,71.0
33545,M1IS08,71.0
33546,H7GFQ6,70.0
33547,B9KYT3,70.0
33548,F8A9S0,70.0
33549,I9KRW6,70.0
33550,C0QSG2,70.0
33551,F2NLC4,70.0
33552,B5YE85,70.0
33553,F0S3D3,70.0
33554,E4Q1Z7,70.0
33555,G2PUA8,70.0
33556,E4SBH0,70.0
33557,E4S8W8,70.0
33558,C9RB49,70.0
33559,B7A656,69.0
33560,Q8R882,69.0
33561,U5CP96,69.0
33562,B7R811,69.0
33563,C1DV57,68.0
33564,D0MFN7,68.0
33565,G2SI60,68.0
33566,H1KWD7,68.0
33567,A4XL25,68.0
33568,C4FK25,67.0
33569,A4YI35,67.0
33570,E8PNK9,66.0
33571,F4FZD6,66.0
33572,K7QVD7,65.0
33573,G2MTE4,65.0
33574,B0K734,65.0
33575,D3T4B0,65.0
33576,E0RPB9,65.0
33577,G0GDX9,65.0
33578,F8AJP8,65.0
33579,Q3AD53,65.0
33580,E4Q9K6,65.0
33581,W9E7D5,63.0
33582,E8UVQ3,63.0
33583,M8CPR4,62.0
33584,O26327,62.0
33585,D3P9M6,62.0
36979,G0EDH7,103.0
36980,Q8ZW89,98.0
36981,Q8TZ24,98.0
36982,Q8U0A6,96.0
36983,I6U9W2,96.0
36984,A1RVD2,95.0
36985,A4WMP7,95.0
36986,E0SS74,92.0
36987,E1QT37,90.0
36988,Q9V1H7,90.0
36989,G7VEL4,90.0
36990,A3MUI9,90.0
36991,A8A8Z7,90.0
36992,Q9YEK4,90.0
36993,F0QT45,88.0
36994,C5A785,88.0
36995,G4RLC4,87.0
36996,F2L3I1,85.0
36997,H3ZMR1,85.0
36998,B1YD57,85.0
36999,F6BB35,85.0
37000,D5VRX2,85.0
37001,C7P9C3,85.0
37002,D3RX53,85.0
37003,D2RI15,85.0
37004,U3TD53,85.0
37005,B6YX11,83.0
37006,A8MCY4,83.0
37007,E3GWT7,81.0
37008,O27957,81.0
37009,F8C3F4,80.0
37010,W0DD96,80.0
37011,D3SLH7,80.0
37012,W0I601,80.0
37013,C9REQ6,80.0
37014,N6V0F8,80.0
37015,Q58484,80.0
37016,O67049,80.0
37017,B9KBV5,79.0
37018,E8T3I2,75.0
37019,A5IK72,75.0
37020,D2C7Y4,75.0
37021,Q9WYI1,75.0
37022,Q96Y95,75.0
37023,B8E257,75.0
37024,F2KNA3,75.0
37025,N0BKT0,75.0
37026,F4B3R0,75.0
37027,Q980I8,74.0
37028,D0KRZ8,74.0
37029,D9TFK6,74.0
37030,E6SM14,73.0
37031,B9MKW9,73.0
37032,H2C9J8,72.0
37033,Q72JT0,71.0
37034,Q5SJF8,71.0
37035,F6DGW3,71.0
37036,C4KIN3,71.0
37037,C3MRB8,71.0
37038,C3MXK7,71.0
37039,C3NG01,71.0
37040,C3N7H5,71.0
37041,C3MZF3,71.0
37042,M9UAI2,71.0
37043,F0NIG9,71.0
37044,D2PDD8,71.0
37045,Q4JC75,71.0
37046,V9S957,71.0
37047,M1I973,71.0
37048,V9S3K9,71.0
37049,M1I1I9,71.0
37050,H7GGF1,70.0
37051,B9L507,70.0
37052,F8A9R4,70.0
37053,I9KW68,70.0
37054,C0QQB2,70.0
37055,F2NP73,70.0
37056,B5YE16,70.0
37057,F0S2F1,70.0
37058,E4Q3S1,70.0
37059,G2PZB2,70.0
37060,E4SB53,70.0
37061,E4S497,70.0
37062,B7AAB3,69.0
37063,Q8RAG2,69.0
37064,U5CNT8,69.0
37065,B7R8U6,69.0
37066,C1DWE2,68.0
37067,D0MCU6,68.0
37068,G2SEA1,68.0
37069,A4XID4,68.0
37070,D9RXZ0,67.0
37071,C4FKS4,67.0
37072,A4YHW2,67.0
37073,E8PP16,66.0
37074,K7QYX1,65.0
37075,G2MV77,65.0
37076,B0K9A8,65.0
37077,D3T8P0,65.0
37078,E0RP76,65.0
37079,G0GDE1,65.0
37080,F8AJY1,65.0
37081,Q3AEF5,65.0
37082,E4Q7B1,65.0
37083,W9EAW5,63.0
37084,E8USE0,63.0
37085,M8D0P2,62.0
37086,O26344,62.0
37087,D3PDA4,62.0
41155,G0ECG0,103.0
41156,Q8U3Y2,96.0
41157,I6UZH5,96.0
41158,O58320,95.0
41159,F8AEA4,93.0
41160,E0SR65,92.0
41161,E0SR66,92.0
41162,E1QP37,90.0
41163,Q9UYR1,90.0
41164,H6QDD3,90.0
41165,Q9YAW4,90.0
41166,Q9Y8X7,90.0
41167,A1RYE4,88.0
41168,C5A1V0,88.0
41169,Q9C4M5,85.0
41170,F0LMX4,85.0
41171,U3TAT5,85.0
41172,U3TG33,85.0
41173,U3TI64,85.0
41174,B6YWH0,83.0
41175,C6A3Y9,81.0
41176,I3XSY5,81.0
41177,I3ZW61,80.0
41178,D9PZN9,80.0
41179,S5Z7W8,76.0
41180,E6SM22,73.0
41181,F7YXJ6,73.0
41182,F7YU74,73.0
41183,F6DG42,71.0
41184,B9L1V2,70.0
41185,B9KZ82,70.0
41186,C0QUD1,70.0
41187,F2NP29,70.0
41188,A7HM61,70.0
41189,B5YBW4,70.0
41190,B5IFB0,70.0
41191,C1DWX6,68.0
41192,D0MG73,68.0
41193,G2SGQ5,68.0
41194,D9RZ73,67.0
41195,C4FHV5,67.0
41196,A4YDD1,67.0
41197,E8URC2,63.0
41198,M8CLG5,62.0
41503,G0EEX1,103.0
41504,A2BN26,99.0
41505,Q8ZWP5,98.0
41506,Q8TW08,98.0
41507,Q8U147,96.0
41508,I6V254,96.0
41509,O59144,95.0
41510,A1RV58,95.0
41511,A4WLW1,95.0
41512,F8AGN1,93.0
41513,E0SPF4,92.0
41514,E1QPT4,90.0
41515,E1QR48,90.0
41516,Q9V0V0,90.0
41517,H6Q6V0,90.0
41518,G7VDT0,90.0
41519,A3MTM6,90.0
41520,A8ABP9,90.0
41521,Q9YER2,90.0
41522,F0QW08,88.0
41523,A1RZJ9,88.0
41524,C5A6P2,88.0
41525,A3DN28,88.0
41526,A7WPU3,87.0
41527,G4RKQ0,87.0
41528,E8R7A6,87.0
41529,D5U317,85.0
41530,F2L4X2,85.0
41531,H3ZPX5,85.0
41532,F0LMP1,85.0
41533,D7DA18,85.0
41534,B1YCY7,85.0
41535,F6BDT8,85.0
41536,D5VRH4,85.0
41537,C7P8K6,85.0
41538,D3S0R9,85.0
41539,U3TEW2,85.0
41540,B6YWS2,83.0
41541,W8NU21,83.0
41542,A8MC03,83.0
41543,C6A2E4,81.0
41544,E3GWJ8,81.0
41545,I3XTH9,81.0
41546,O28599,81.0
41547,W0I7W1,80.0
41548,I3ZVV8,80.0
41549,C9RDN0,80.0
41550,N6VWT9,80.0
41551,Q58122,80.0
41552,I0A1G2,80.0
41553,D9Q084,80.0
41554,S5ZX07,76.0
41555,A5IKC4,75.0
41556,D2C7S1,75.0
41557,P58460,75.0
41558,B8E3E9,75.0
41559,L0AAW2,75.0
41560,F2KS18,75.0
41561,F2KQB2,75.0
41562,N0BMZ9,75.0
41563,F4B743,75.0
41564,Q9UXE7,74.0
41565,B9MQC5,73.0
41566,H2C6N8,72.0
41567,C3N5P0,71.0
41568,C4KHB6,71.0
